Unnamed: 0,bertopic_0,bertopic_1,bertopic_2,bertopic_3,bertopic_4,bertopic_5,bertopic_6,bertopic_7,bertopic_8,bertopic_9,bertopic_10,bertopic_11,bertopic_12,bertopic_13,bertopic_14,bertopic_15,bertopic_16,bertopic_17,bertopic_18,bertopic_19,bertopic_20,bertopic_conflict,date
2020-10-01,0.3076923076923077,0.0,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615383,2020-10-01
2020-11-01,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999998,2020-11-01
2020-12-01,0.125,0.25,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.125,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.3125,2020-12-01
2021-01-01,0.4615384615384615,0.0,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307692,2021-01-01
2021-02-01,0.4,0.0,0.1333333333333333,0.2,0.0666666666666666,0.0,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333334,2021-02-01
2021-03-01,0.4166666666666667,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0277777777777777,0.0833333333333333,0.0277777777777777,0.0277777777777777,0.0277777777777777,0.1388888888888889,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277777777777776,2021-03-01
2021-04-01,0.4761904761904761,0.0476190476190476,0.1428571428571428,0.0,0.0,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.6190476190476188,2021-04-01
2021-05-01,0.2592592592592592,0.2222222222222222,0.0,0.074074074074074,0.1111111111111111,0.074074074074074,0.037037037037037,0.037037037037037,0.0,0.037037037037037,0.0,0.0,0.037037037037037,0.074074074074074,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.4814814814814813,2021-05-01
2021-06-01,0.2,0.6,0.0,0.0666666666666666,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.2666666666666666,2021-06-01
2021-07-01,0.6666666666666666,0.125,0.0416666666666666,0.0416666666666666,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666665,2021-07-01
2021-08-01,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.0,0.3571428571428571,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,2021-08-01
2021-09-01,0.2307692307692307,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.3076923076923077,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846153,2021-09-01
2021-10-01,0.6666666666666666,0.0416666666666666,0.0,0.0833333333333333,0.0,0.0416666666666666,0.0,0.0,0.0,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666665,2021-10-01
2021-11-01,0.44,0.08,0.04,0.0,0.04,0.0,0.04,0.2,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.6000000000000001,2021-11-01
2021-12-01,0.3076923076923077,0.0769230769230769,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.6153846153846152,2021-12-01
2022-01-01,0.373015873015873,0.1666666666666666,0.0476190476190476,0.0634920634920634,0.0952380952380952,0.0238095238095238,0.0396825396825396,0.0079365079365079,0.0079365079365079,0.0476190476190476,0.0079365079365079,0.0079365079365079,0.0238095238095238,0.0,0.0079365079365079,0.0158730158730158,0.0079365079365079,0.0158730158730158,0.0238095238095238,0.0158730158730158,0.0,0.587301587301587,2022-01-01
2022-02-01,0.3829787234042553,0.1063829787234042,0.1063829787234042,0.0638297872340425,0.0780141843971631,0.0283687943262411,0.0070921985815602,0.0141843971631205,0.0141843971631205,0.0425531914893617,0.0070921985815602,0.0354609929078014,0.0567375886524822,0.0283687943262411,0.0070921985815602,0.0070921985815602,0.0,0.0,0.0,0.0,0.0141843971631205,0.5460992907801415,2022-02-01
